postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude,postcodeSector,postcodeDistrict
BN3 1BG,529966,104389,Unsurveyed/Urban,20,River Adur,6480.0,Brighton and Hove,-0.15614280368280437,50.824463095623884,BN3 1,BN3
PO21 3QJ,491747,99319,Unsurveyed/Urban,10,Aldingbourne Rife,2530.0,Arun,-0.6998520772302312,50.78619379288672,PO21 3,PO21
EX39 4DS,245602,126155,Unsurveyed/Urban,10,River Torridge,180.0,Torridge,-4.202440016945095,51.013991416063845,EX39 4,EX39
SN13 9RN,385746,169031,Cambisols,110,By Brook,2550.0,Wiltshire,-2.2063769671259057,51.42010956130118,SN13 9,SN13
SE9 3SW,544074,172764,Unsurveyed/Urban,50,Unknown,910.0,Greenwich,0.0713404467318242,51.43556133515654,SE9 3,SE9
OX4 2RL,456162,204503,Leptosols,80,Unknown,990.0,South Oxfordshire,-1.1881014849521243,51.73643002289699,OX4 2,OX4
BN2 5GD,533633,104068,Unsurveyed/Urban,40,Unknown,8830.0,Brighton and Hove,-0.10422648862645092,50.820744095696455,BN2 5,BN2
TR1 3LR,179600,45100,Cambisols,90,Unknown,950.0,Cornwall,-5.093872827768916,50.264651522825886,TR1 3,TR1
BA3 6RX,379983,157529,Leptosols,70,River Frome,260.0,Mendip,-2.2886024289070255,51.316513334234486,BA3 6,BA3
BS8 3SH,352218,173522,Cambisols,80,Markham Brook,950.0,North Somerset,-2.6891274587181693,51.45864622030735,BS8 3,BS8
SO15 1HJ,440355,111832,Unsurveyed/Urban,10,River Test,800.0,Southampton,-1.4274563299836678,50.904556690152425,SO15 1,SO15
SM5 4EH,527039,162553,Unsurveyed/Urban,80,Unknown,2510.0,Sutton,-0.1772430157368052,51.347866912227296,SM5 4,SM5
RH12 9NE,517699,131139,Unsurveyed/Urban,50,River Arun,1600.0,Horsham,-0.32158641569741586,51.06752614930234,RH12 9,RH12
PO40 9AW,433745,87090,Luvisols,10,River Yar,260.0,Isle of Wight,-1.5237228444830455,50.68249349392371,PO40 9,PO40
RG3 4LS,467871,173222,Unsurveyed/Urban,90,River Thames,1720.0,Reading,-1.024605121710255,51.45392048581092,RG3 4,RG3
RH15 9WQ,529752,118802,Planosols,30,Herrings Stream,170.0,Mid Sussex,-0.15406576965774743,50.954051499501354,RH15 9,RH15
RH1 5SP,528423,147713,Planosols,70,Salfords Stream,860.0,Reigate and Banstead,-0.16271052045148313,51.21418666554188,RH1 5,RH1
TA9 3DA,331984,147184,Unsurveyed/Urban,10,River Brue,2780.0,Sedgemoor,-2.975281131970317,51.21978331995393,TA9 3,TA9
CR0 3GT,530196,167039,Unsurveyed/Urban,40,Unknown,1910.0,Sutton,-0.13029604447731663,51.387468276352415,CR0 3,CR0
RH17 6HG,526413,130801,Cambisols,150,Cob Brook,1290.0,Mid Sussex,-0.19740252650277562,51.06263724451178,RH17 6,RH17
HA4 6UR,511230,185234,Unsurveyed/Urban,40,Yeading Brook (Eastern Arm),580.0,Hillingdon,-0.3970179134225431,51.55503530394318,HA4 6,HA4
TA23 0NB,306213,141863,Luvisols,40,Washford River,490.0,Somerset West and Taunton,-3.3428020901444913,51.168293401900634,TA23 0,TA23
DA2 7QG,551866,170916,Luvisols,70,River Darent,3720.0,Dartford,0.1825639891073533,51.41692370830383,DA2 7,DA2
BS18 8JP,354936,168027,Luvisols,80,Colliter's Brook,430.0,North Somerset,-2.6493084307299406,51.409464217200835,BS18 8,BS18
RH13 5GQ,517699,131139,Unsurveyed/Urban,50,River Arun,1600.0,Horsham,-0.32158641569741586,51.06752614930234,RH13 5,RH13
RH12 5HA,517777,133323,Luvisols,50,Channells Brook,610.0,Horsham,-0.3197628118985406,51.087140502114586,RH12 5,RH12
CT14 0JN,629370,152193,Cambisols,30,North Stream,4570.0,Dover,1.2834587712746,51.22282279963239,CT14 0,CT14
BS16 1NZ,364405,178188,Unsurveyed/Urban,40,River Frome,640.0,South Gloucestershire,-2.514198103491485,51.50149889156228,BS16 1,BS16
GU11 1ND,486383,150448,Unsurveyed/Urban,100,Blackwater River,1080.0,Rushmoor,-0.7637649939576701,51.246673501715925,GU11 1,GU11
ME19 6BJ,570125,157126,Unsurveyed/Urban,30,River Medway,1590.0,Tonbridge and Malling,0.4383127164872323,51.287860520414995,ME19 6,ME19
SL4 3HN,496216,176697,Unsurveyed/Urban,20,Bourne Ditch,1210.0,Windsor and Maidenhead,-0.615833761797448,51.48105541959491,SL4 3,SL4
PO20 1NL,488664,101975,Luvisols,10,Pagham Rife,630.0,Chichester,-0.7429354419734708,50.810551345452005,PO20 1,PO20
ME12 2WD,592841,174852,Unsurveyed/Urban,10,West Swale,4130.0,Swale,0.7732953029424613,51.439829145093114,ME12 2,ME12
SO1 4AY,438609,113601,Unsurveyed/Urban,10,Tanner's Brook,410.0,Southampton,-1.4520994698203749,50.92058253387496,SO1 4,SO1
TA3 7NT,319907,122007,Luvisols,50,Galmington Stream,610.0,Somerset West and Taunton,-3.1425774092814764,50.991866176156805,TA3 7,TA3
DA6 7EY,548880,175268,Unsurveyed/Urban,50,River Shuttle,1710.0,Bexley,0.141483765580023,51.456818995532046,DA6 7,DA6
RG1 1LP,471500,173600,Unsurveyed/Urban,40,Unknown,990.0,Reading,-0.9723097860027012,51.45687279899417,RG1 1,RG1
ME17 1LE,587644,152729,Cambisols,110,River Len,1200.0,Maidstone,0.6869578865667808,51.242869468703695,ME17 1,ME17
RG2 9BU,473319,168211,Planosols,50,River Loddon,1340.0,Wokingham,-0.9472479844058272,51.40819313423499,RG2 9,RG2
TW13 7JF,510072,171917,Unsurveyed/Urban,20,River Ash,3650.0,Hounslow,-0.4178633490943218,51.435568585326266,TW13 7,TW13
EX32 9JD,256579,132445,Unsurveyed/Urban,10,Coney Gut,100.0,North Devon,-4.048558083920867,51.07336033995927,EX32 9,EX32
SW16 5TG,529601,170598,Unsurveyed/Urban,30,River Wandle,3620.0,Lambeth,-0.13754318748377176,51.41958857868665,SW16 5,SW16
BN2 6SU,536400,105800,Unsurveyed/Urban,140,Celery Sewer,5420.0,Brighton and Hove,-0.06432425784515024,50.835665635062675,BN2 6,BN2
TN4 9SS,557017,140088,Unsurveyed/Urban,100,Unknown,370.0,Tunbridge Wells,0.24304445064159855,51.13853610684964,TN4 9,TN4
EX32 9BR,256405,132367,Unsurveyed/Urban,10,Coney Gut,280.0,North Devon,-4.051009042778956,51.07261586183755,EX32 9,EX32
TW7 4PD,515100,176900,Unsurveyed/Urban,20,Duke of Northumberland's River,1820.0,Hounslow,-0.34394078394551286,51.47935654532289,TW7 4,TW7
PO7 5JF,467793,106946,Unsurveyed/Urban,60,Unknown,1570.0,Havant,-1.038193973373682,50.85806144351649,PO7 5,PO7
OX9 5NQ,466618,195309,Luvisols,90,Unknown,420.0,South Oxfordshire,-1.0384587824993972,51.65263383245734,OX9 5,OX9
TN8 5NH,545504,144030,Luvisols,60,Greybury Gill,640.0,Sevenoaks,0.08018941282967026,51.17699825360091,TN8 5,TN8
EX21 5RB,244564,110750,Cambisols,160,River Torridge,840.0,Torridge,-4.210647195775416,50.87528843648811,EX21 5,EX21
TA1 3AR,323559,124101,Unsurveyed/Urban,20,Black Brook,900.0,Somerset West and Taunton,-3.0909939206808277,51.011189874803826,TA1 3,TA1
SO18 2QH,444838,115056,Unsurveyed/Urban,20,River Itchen,530.0,Southampton,-1.363309293251309,50.933216385942636,SO18 2,SO18
TA5 2PA,324788,136699,Luvisols,50,Unknown,740.0,Sedgemoor,-3.0761026747257336,51.12461506464135,TA5 2,TA5
PO40 9AG,433398,87199,Luvisols,10,River Yar,590.0,Isle of Wight,-1.5286244351219995,50.68349362089376,PO40 9,PO40
SL3 9QH,499398,176917,Unsurveyed/Urban,20,Unknown,880.0,Windsor and Maidenhead,-0.5699646303799589,51.482483359080426,SL3 9,SL3
BA3 6DH,378079,159866,Leptosols,90,Kennet and Avon Canal,3380.0,Bath and North East Somerset,-2.316066320003102,51.33745612460379,BA3 6,BA3
RH12 1PA,517176,130543,Unsurveyed/Urban,40,River Arun,860.0,Horsham,-0.3292400992840673,51.0622760116891,RH12 1,RH12
SO42 7XZ,432271,95427,Unsurveyed/Urban,20,The Weir,240.0,New Forest,-1.543858976063972,50.757546346924876,SO42 7,SO42
BS12 4PA,361066,187063,Leptosols,60,Tockington Mill Rhine,930.0,South Gloucestershire,-2.563284323060698,51.5810728756261,BS12 4,BS12
BR7 5DZ,542750,170618,Unsurveyed/Urban,80,Kyd Brook,1090.0,Bromley,0.05144193985216393,51.41661264691959,BR7 5,BR7
CR2 6ER,532486,163064,Unsurveyed/Urban,60,River Wandle,3870.0,Croydon,-0.09888512595862116,51.351216632431765,CR2 6,CR2
KT18 5WH,523127,158710,Unsurveyed/Urban,140,River Mole,4220.0,Reigate and Banstead,-0.2347130126900596,51.314188334502866,KT18 5,KT18
PL1 1SG,248013,54543,Unsurveyed/Urban,10,River Plym,1540.0,Plymouth,-4.138616019090236,50.37110323441456,PL1 1,PL1
SW19 8ED,525484,172302,Unsurveyed/Urban,20,River Wandle,690.0,Merton,-0.19611647046841382,51.43582806321619,SW19 8,SW19
BN21 1TN,559722,100182,Unsurveyed/Urban,50,Willingdon and West Langney Sewer,860.0,Eastbourne,0.2641777395605685,50.77922435621024,BN21 1,BN21
TQ2 5HJ,290980,64063,Unsurveyed/Urban,20,Unknown,1110.0,Torbay,-3.537453071296425,50.46622753720773,TQ2 5,TQ2
PL14 5LF,226175,70989,Podsols,300,River Tiddy,2570.0,Cornwall,-4.453057015441879,50.51281886722223,PL14 5,PL14
PO15 6PY,456065,106980,Unsurveyed/Urban,30,River Meon,1700.0,Fareham,-1.2047965738561461,50.85962088604854,PO15 6,PO15
BN13 3EQ,512392,105744,Unsurveyed/Urban,40,Ferring Rife,1900.0,Worthing,-0.40512790618554056,50.84031807279952,BN13 3,BN13
TN19 7JH,565290,125991,Planosols,50,River Dudwell,1150.0,Rother,0.35475576908388873,51.009555085966795,TN19 7,TN19
TW7 7HF,516295,175263,Unsurveyed/Urban,10,Duke of Northumberland's River,370.0,Hounslow,-0.3272787113947057,51.46439955974185,TW7 7,TW7
EX22 7JR,229513,107079,Stagnosols,130,Small Brook,1380.0,Torridge,-4.4226672261865,50.83806054834482,EX22 7,EX22
BH25 6QU,423730,94308,Unsurveyed/Urban,30,Walkford Brook,1880.0,New Forest,-1.6650142476868366,50.747894205650766,BH25 6,BH25
BH10 5ND,407604,95370,Unsurveyed/Urban,30,River Stour,1380.0,"Bournemouth, Christchurch and Poole",-1.8935635058500933,50.757876382126156,BH10 5,BH10
CT6 8WD,617364,167186,Unsurveyed/Urban,10,Plenty Brook,520.0,Canterbury,1.1209199950236401,51.36213130392503,CT6 8,CT6
SE17 1PU,532614,178916,Unsurveyed/Urban,10,Upper Pool,1690.0,Southwark,-0.0911214822769295,51.49364246385756,SE17 1,SE17
RH10 3NL,529757,139869,Luvisols,70,Gatwick Stream,1410.0,Crawley,-0.1464514611269374,51.143389434378,RH10 3,RH10
SN4 7AT,406989,182747,Unsurveyed/Urban,120,Brinkworth Brook,1920.0,Wiltshire,-1.9006134557211039,51.54357712474425,SN4 7,SN4
SM2 6UE,525907,163866,Unsurveyed/Urban,60,Pyl Brook,4120.0,Sutton,-0.19302439016956285,51.359918800946424,SM2 6,SM2
PL30 4AJ,208984,66043,Stagnosols,100,Cardinham Water,1000.0,Cornwall,-4.692725054364946,50.46302954640497,PL30 4,PL30
SE5 9NL,532294,176508,Unsurveyed/Urban,10,River Thames,4060.0,Southwark,-0.09662950605240937,51.47207781640728,SE5 9,SE5
BS1 2LU,358857,173439,Unsurveyed/Urban,10,River Frome,580.0,"Bristol, City of",-2.5935672217239034,51.45842280963985,BS1 2,BS1
PL6 6PD,247686,60598,Unsurveyed/Urban,50,Unknown,510.0,Plymouth,-4.145667348017966,50.42543407511587,PL6 6,PL6
EX2 6AU,293949,91317,Unsurveyed/Urban,30,Northbrook,440.0,Exeter,-3.5034205146637234,50.71178036114806,EX2 6,EX2
BS23 4UP,331730,158815,Gleysols,10,Uphill Great Rhyne,230.0,North Somerset,-2.9811427690431724,51.32432143446178,BS23 4,BS23
SP4 9QQ,414722,149004,Leptosols,90,River Avon,300.0,Wiltshire,-1.7904934066971192,51.24002739539601,SP4 9,SP4
SP8 5YF,380300,121300,Stagnosols,90,River Stour,2710.0,Dorset,-2.282059036938999,50.99075732744663,SP8 5,SP8
TW12 3EP,512687,171604,Unsurveyed/Urban,20,Longford River,1540.0,Richmond upon Thames,-0.38035867477601126,51.43224180233039,TW12 3,TW12
CT14 0LN,633295,152206,Cambisols,30,South Stream,1880.0,Dover,1.3395762160692162,51.221350307424174,CT14 0,CT14
SO20 6QA,436268,131015,Luvisols,40,River Test,1400.0,Test Valley,-1.4836682461150255,51.07731846962263,SO20 6,SO20
RG22 4NG,461315,149593,Leptosols,120,River Loddon,3430.0,Basingstoke and Deane,-1.1230087401854694,51.242227347757115,RG22 4,RG22
EX32 2HF,256093,133196,Unsurveyed/Urban,10,River Yeo,490.0,North Devon,-4.0557896309728605,51.07998731859764,EX32 2,EX32
PO13 8AA,458610,100767,Unsurveyed/Urban,10,River Alver,1000.0,Gosport,-1.1696325922390611,50.803504512329305,PO13 8,PO13
BH21 7XQ,401153,99826,Unsurveyed/Urban,20,River Allen,940.0,Dorset,-1.9850074664315576,50.79799471692203,BH21 7,BH21
DA8 9HF,552581,177563,Leptosols,10,Unknown,580.0,Bexley,0.19570166704038766,51.47645483489248,DA8 9,DA8
BS23 3JX,333199,161588,Unsurveyed/Urban,10,Uphill Great Rhyne,1630.0,North Somerset,-2.9605851480464693,51.349426680566715,BS23 3,BS23
BR4 0WH,538250,165993,Unsurveyed/Urban,80,The Beck,780.0,Bromley,-0.015028360716439513,51.37616563305414,BR4 0,BR4
EX4 2AN,290850,92758,Unsurveyed/Urban,10,River Exe,450.0,Exeter,-3.5477231831566627,50.72415981892947,EX4 2,EX4
SE6 1AG,538951,173706,Unsurveyed/Urban,30,Ravensbourne River,2490.0,Lewisham,-0.0019435049142986485,51.44530474143444,SE6 1,SE6
CR90 9JL,531406,166024,Unsurveyed/Urban,40,River Wandle,2100.0,Croydon,-0.11329195348485777,51.37806809152751,CR90 9,CR90
PL9 9HH,251296,52538,Unsurveyed/Urban,50,Unknown,470.0,Plymouth,-4.091690532279935,50.353923388692394,PL9 9,PL9
TQ1 4QQ,291909,66194,Unsurveyed/Urban,90,Unknown,1260.0,Torbay,-3.524984832944527,50.48555710563275,TQ1 4,TQ1
PL5 2TE,245066,60064,Unsurveyed/Urban,20,Unknown,670.0,Plymouth,-4.182303444385382,50.41994934755682,PL5 2,PL5
GU4 7GG,499050,150523,Unsurveyed/Urban,30,River Wey,1030.0,Guildford,-0.5823185562028212,51.245291181113274,GU4 7,GU4
PO3 5QQ,466725,103201,Unsurveyed/Urban,0,Shut Lake,1630.0,Portsmouth,-1.0540463822889674,50.82451320312467,PO3 5,PO3
SO51 0LL,432613,126686,Luvisols,30,River Test,330.0,Test Valley,-1.5362285843409398,51.038611405305,SO51 0,SO51
RH2 0UA,525813,150864,Unsurveyed/Urban,90,Wallace Brook,2670.0,Reigate and Banstead,-0.19895346465332694,51.24308656321298,RH2 0,RH2
BN12 6JT,511444,103931,Unsurveyed/Urban,10,Ferring Rife,1750.0,Worthing,-0.4191369572473087,50.82420405440476,BN12 6,BN12
RG30 3NG,468385,171736,Unsurveyed/Urban,50,Clayhill Brook,500.0,Reading,-1.0174955992741628,51.44049926824944,RG30 3,RG30
TW13 4PL,509996,171560,Unsurveyed/Urban,20,River Ash,3380.0,Hounslow,-0.41906702613285557,51.43237456438507,TW13 4,TW13
BS15 4JQ,366046,173732,Unsurveyed/Urban,70,Warmley Brook,660.0,South Gloucestershire,-2.4901278265696374,51.46153557664351,BS15 4,BS15
SO18 2QF,444619,114984,Unsurveyed/Urban,20,River Itchen,370.0,Southampton,-1.3664343414147702,50.932585918693725,SO18 2,SO18
EX5 5NN,292256,102050,Cambisols,60,Unknown,600.0,Mid Devon,-3.5305354925312855,50.80795195188512,EX5 5,EX5
BS11 9JY,352025,177761,Unsurveyed/Urban,10,River Avon,670.0,"Bristol, City of",-2.6924822513769255,51.49674202944171,BS11 9,BS11
KT20 6WU,523023,156262,Unsurveyed/Urban,160,River Mole,6280.0,Reigate and Banstead,-0.237047691590296,51.29220939388538,KT20 6,KT20
BS15 5ST,372104,174072,Cambisols,80,River Avon,380.0,South Gloucestershire,-2.4029580044281476,51.464924858857074,BS15 5,BS15
UB8 3UL,506396,181569,Unsurveyed/Urban,30,River Pinn,2490.0,Hillingdon,-0.46782245706751113,51.523025023694984,UB8 3,UB8
PO30 5BG,450081,89266,Planosols,0,River Medina,140.0,Isle of Wight,-1.292217736558003,50.70088665105759,PO30 5,PO30
ME7 3RR,579580,164798,Leptosols,80,River Medway,5550.0,Medway,0.5776220226125811,51.353875152238324,ME7 3,ME7
RG1 3YA,473019,173442,Unsurveyed/Urban,40,River Kennet,310.0,Reading,-0.9504836751676057,51.45525879091844,RG1 3,RG1
TA19 0EF,335891,114401,Unsurveyed/Urban,40,River Isle,1370.0,South Somerset,-2.913522334471643,50.9254852033159,TA19 0,TA19
CT12 4FB,631015,164823,Luvisols,20,Minster Stream,1790.0,Thanet,1.3151339702141833,51.33553677193592,CT12 4,CT12
EX2 7TQ,296014,91183,Podsols,30,Unknown,950.0,Exeter,-3.4741454766472057,50.710949226659864,EX2 7,EX2
BS16 6DJ,366238,177974,Stagnosols,50,Folly Brook,900.0,South Gloucestershire,-2.4877711845288695,51.49968763238977,BS16 6,BS16
RG4 7UD,469644,177255,Luvisols,90,River Thames,2220.0,South Oxfordshire,-0.9982990191712974,51.48996272752056,RG4 7,RG4
TW16 6LH,509863,169457,Unsurveyed/Urban,20,River Ash,2690.0,Spelthorne,-0.4216307849264793,51.4134982258608,TW16 6,TW16
BH24 1GE,415623,105494,Unsurveyed/Urban,20,Lin Brook,1000.0,New Forest,-1.7794502577732116,50.84875730647415,BH24 1,BH24
BN99 8NX,517672,104182,Unsurveyed/Urban,10,Unknown,990.0,Adur,-0.33067316715484646,50.82522921475757,BN99 8,BN99
SW15 4PF,521551,174085,Unsurveyed/Urban,20,Beverley Brook,1280.0,Wandsworth,-0.252058036525441,51.452709185357044,SW15 4,SW15
TQ1 4ES,290791,65265,Unsurveyed/Urban,60,Unknown,870.0,Torbay,-3.5404662904274535,50.47699807239972,TQ1 4,TQ1
SN14 9PZ,382002,169118,Cambisols,70,By Brook,500.0,Wiltshire,-2.260223460089579,51.42078454308731,SN14 9,SN14
TN4 8SA,555972,139675,Unsurveyed/Urban,110,Unknown,1260.0,Tunbridge Wells,0.2279405390157542,51.13511059377086,TN4 8,TN4
RH6 0WG,526838,141354,Unsurveyed/Urban,60,River Mole,390.0,Crawley,-0.18763434624785413,51.15738945903564,RH6 0,RH6
SN6 6NF,409704,193964,Stagnosols,80,River Thames,850.0,Wiltshire,-1.8611569408233306,51.644392847352,SN6 6,SN6
SW4 9ZL,529241,174677,Unsurveyed/Urban,20,River Thames,3380.0,Lambeth,-0.14123002379364782,51.45632796347447,SW4 9,SW4
DA7 4LS,549263,175663,Unsurveyed/Urban,50,River Cray,2340.0,Bexley,0.14715882144056172,51.460267388728695,DA7 4,DA7
PO21 1RA,493502,98870,Unsurveyed/Urban,10,Aldingbourne Rife,1470.0,Arun,-0.6750769115227432,50.78187716686835,PO21 1,PO21
TN23 9QH,601229,142520,Unsurveyed/Urban,40,Great Stour,230.0,Ashford,0.8756163509709308,51.14656036534406,TN23 9,TN23
PL6 7LB,250264,60769,Histosols,140,Unknown,820.0,Plymouth,-4.109468352762525,50.42763435444915,PL6 7,PL6
SW2 3ZF,530563,174473,Unsurveyed/Urban,30,River Thames,4550.0,Lambeth,-0.12228868407539015,51.45419162102691,SW2 3,SW2
TR3 7DL,173572,37383,Histosols,120,Unknown,460.0,Cornwall,-5.173710600974904,50.19307503667625,TR3 7,TR3
PO33 2TY,459366,91665,Planosols,10,Monktonmead Brook,350.0,Isle of Wight,-1.160370935900666,50.721585809591566,PO33 2,PO33
TA8 2DJ,330774,150452,Leptosols,10,River Parrett,2710.0,Sedgemoor,-2.9932365634405262,51.24901865710284,TA8 2,TA8
GU34 3SD,473244,130558,Leptosols,190,River Rother,1890.0,East Hampshire,-0.9560151479329403,51.06968870234677,GU34 3,GU34
EX8 2QW,302485,81491,Unsurveyed/Urban,40,Littleham Brook,1120.0,East Devon,-3.379966923850928,50.624939700588804,EX8 2,EX8
RH16 4GG,532245,122786,Luvisols,60,Scrase Stream,930.0,Mid Sussex,-0.11714520850023148,50.989291272360155,RH16 4,RH16
GU34 1SX,471253,138608,Arenosols,120,Lavant Stream,930.0,East Hampshire,-0.9828395340245504,51.1423137224399,GU34 1,GU34
TR8 4FU,184213,61365,Cambisols,60,Unknown,950.0,Cornwall,-5.038556376483745,50.41242572532792,TR8 4,TR8
EX34 9JE,252032,147647,Unsurveyed/Urban,40,River Wilder,340.0,North Devon,-4.119664963100377,51.208808481472545,EX34 9,EX34
EX32 9EH,256675,131649,Unsurveyed/Urban,20,River Taw,670.0,North Devon,-4.046873008138905,51.066231180333766,EX32 9,EX32
PL21 9DN,263260,55923,Cambisols,50,River Erme,140.0,South Hams,-3.924848411419564,50.3872510656338,PL21 9,PL21
SM7 1BE,524739,158772,Unsurveyed/Urban,160,Unknown,5330.0,Reigate and Banstead,-0.21157377111968148,51.31439478491329,SM7 1,SM7
BS39 7LF,365039,156586,Unsurveyed/Urban,110,Cam Brook,1820.0,Bath and North East Somerset,-2.5029285325752917,51.30730934352135,BS39 7,BS39
BH21 3LQ,398815,96788,Unsurveyed/Urban,70,River Stour,810.0,Dorset,-2.018171174445085,50.770674758407345,BH21 3,BH21
RG18 9SD,450504,173980,Luvisols,130,River Pang,2140.0,West Berkshire,-1.2744142608201479,51.46254767202703,RG18 9,RG18
BR4 0WT,538250,165993,Unsurveyed/Urban,80,The Beck,780.0,Bromley,-0.015028360716439513,51.37616563305414,BR4 0,BR4
EX22 6QZ,233237,96656,Cambisols,120,River Claw,1210.0,Torridge,-4.365093197593586,50.74549695664922,EX22 6,EX22
TR11 3UR,180700,32500,Unsurveyed/Urban,50,Penryn River,1020.0,Cornwall,-5.071183829169057,50.15190680498733,TR11 3,TR11
SP1 1BL,414313,130075,Unsurveyed/Urban,50,River Avon,760.0,Wiltshire,-1.7970991018124904,51.069829285796054,SP1 1,SP1
CT5 3JQ,613075,166577,Stagnosols,10,Unknown,330.0,Canterbury,1.0590416728673169,51.358286939079804,CT5 3,CT5
DA16 3NT,545391,176670,Unsurveyed/Urban,50,River Shuttle,200.0,Bexley,0.09187799682258013,51.47032272099086,DA16 3,DA16
TW13 7SB,510716,172375,Unsurveyed/Urban,20,River Crane,1860.0,Hounslow,-0.408459347133619,51.439559776837456,TW13 7,TW13
RH11 9PQ,526107,134140,Cambisols,100,Broadfield Brook,250.0,Crawley,-0.20060317145052994,51.09271434546755,RH11 9,RH11
PO1 4AF,465111,100965,Unsurveyed/Urban,10,Unknown,2760.0,Portsmouth,-1.0773538891770187,50.804591978419836,PO1 4,PO1
PL17 7YD,247972,73820,Unsurveyed/Urban,90,River Tavy,150.0,West Devon,-4.147024204523387,50.54433078671381,PL17 7,PL17
BS9 1PA,356155,175157,Unsurveyed/Urban,70,River Avon,1040.0,"Bristol, City of",-2.6326686243755595,51.47366589907821,BS9 1,BS9
RG10 0BH,479433,175561,Luvisols,50,Twyford Brook,560.0,Wokingham,-0.8577152814391427,51.473445741379365,RG10 0,RG10
PL8 2JQ,257985,51407,Cambisols,20,River Yealm,540.0,South Hams,-3.9972984821025324,50.34541110226704,PL8 2,PL8
EX13 9AF,329778,98507,Luvisols,40,Mill Brook,1180.0,East Devon,-2.9974315721168927,50.78186778936316,EX13 9,EX13
BR5 3LL,547512,168349,Unsurveyed/Urban,50,River Cray,1190.0,Bromley,0.11893011060021412,51.39500670277627,BR5 3,BR5
TR18 2WZ,146629,30737,Unsurveyed/Urban,60,Larriggan River,1410.0,Cornwall,-5.546046320393669,50.12250199674038,TR18 2,TR18
KT13 9FD,507459,164946,Unsurveyed/Urban,20,River Wey,500.0,Elmbridge,-0.45754927400230855,51.373411939802374,KT13 9,KT13
GU14 6JN,487884,153876,Unsurveyed/Urban,70,Blackwater River,490.0,Rushmoor,-0.741424275731719,51.2772610564684,GU14 6,GU14
EX5 2QZ,304846,98054,Luvisols,60,Unknown,590.0,East Devon,-3.350871086405123,50.77423505705135,EX5 2,EX5
TW20 9RA,500500,170700,Unsurveyed/Urban,20,River Thames,610.0,Runnymede,-0.5558645210815257,51.42640626995148,TW20 9,TW20
BH13 7HZ,405715,89368,Unsurveyed/Urban,30,Main Channel,760.0,"Bournemouth, Christchurch and Poole",-1.9204352123071464,50.70392382859206,BH13 7,BH13
SE15 2NF,535144,176768,Unsurveyed/Urban,10,River Thames,3190.0,Southwark,-0.055521136860590965,51.47374134462223,SE15 2,SE15
TW13 4AP,510446,173134,Unsurveyed/Urban,20,River Crane,1620.0,Hounslow,-0.4121057953987198,51.44643439366827,TW13 4,TW13
KT11 1BX,510571,160951,Luvisols,20,River Mole,1110.0,Elmbridge,-0.4140984050295025,51.33690708440872,KT11 1,KT11
SE10 1BZ,540201,178641,Unsurveyed/Urban,10,Woolwich Reach,2960.0,Greenwich,0.017987276012327604,51.4893425665461,SE10 1,SE10
