postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
DT11 0DU,385925,105696,Leptosols,100,River Stour,2300.0,Dorset,1,487500.0,0
DT11 0EE,381971,107675,Leptosols,140,River Stour,3590.0,Dorset,1,508300.0,0
DT11 0EF,380406,110176,Cambisols,110,Darknoll Brook,520.0,Dorset,1,539000.0,0
DT11 0EH,379179,109756,Planosols,120,Darknoll Brook,1170.0,Dorset,1,482300.0,0
DT11 0EN,378820,107755,Luvisols,110,River Divelish,680.0,Dorset,1,1032300.0,0
DT11 0ET,377638,107630,Planosols,100,River Divelish,520.0,Dorset,1,522200.0,0
DT11 0EX,377009,108403,Planosols,100,,440.0,Dorset,1,553000.0,0
DT11 0EZ,375791,108642,Leptosols,90,,810.0,Dorset,1,512100.0,0
DT11 0HL,374851,107355,Planosols,90,,1230.0,Dorset,1,472300.0,0
DT11 0HP,383610,99967,Luvisols,90,,2890.0,Dorset,1,370700.0,0
DT11 0HQ,378341,105159,Luvisols,250,,1640.0,Dorset,1,473600.0,0
DT11 0HS,383338,99868,Luvisols,100,,2600.0,Dorset,1,511600.0,0
DT11 0HU,382213,98255,Leptosols,90,,1790.0,Dorset,1,527700.0,0
DT11 0JF,380226,97638,Leptosols,80,,330.0,Dorset,6,493400.0,0
DT11 0JL,379279,97874,Luvisols,110,,1190.0,Dorset,1,509800.0,0
DT11 0JT,380571,97319,Leptosols,80,,560.0,Dorset,1,465300.0,0
DT11 0JU,380405,97288,Leptosols,80,,580.0,Dorset,3,494100.0,0
DT11 0JX,380248,97515,Leptosols,70,,410.0,Dorset,6,459000.0,0
DT11 0LA,380328,98246,Leptosols,80,,400.0,Dorset,1,536300.0,0
DT11 0LE,380300,97788,Leptosols,80,,180.0,Dorset,4,505600.0,0
DT11 0LF,380179,97979,Leptosols,80,,310.0,Dorset,3,471500.0,0
DT11 0LP,380321,97932,Leptosols,80,,160.0,Dorset,3,457000.0,0
DT11 0LW,380736,110704,Cambisols,90,Darknoll Brook,1650.0,Dorset,1,485700.0,0
DT11 0LX,384182,104303,Leptosols,100,River Stour,4490.0,Dorset,1,478500.0,0
DT11 0LY,384206,105935,Leptosols,120,River Stour,3470.0,Dorset,2,463100.0,0
DT11 0LZ,383105,105393,Leptosols,110,River Stour,4700.0,Dorset,1,408300.0,0
DT11 0NN,383418,104468,Leptosols,100,River Stour,4940.0,Dorset,4,652800.0,0
DT11 0NU,383768,103466,Leptosols,90,River Stour,5390.0,Dorset,1,418700.0,0
DT11 0NX,383739,103221,Leptosols,90,River Stour,5600.0,Dorset,1,460400.0,0
DT11 0NZ,383806,101753,Leptosols,80,,3470.0,Dorset,5,510600.0,0
DT11 0PB,383770,101293,Luvisols,90,,3330.0,Dorset,5,468800.0,0
DT11 0PN,387240,106556,Leptosols,90,River Stour,1020.0,Dorset,1,520600.0,0
DT11 0PT,386622,106942,Leptosols,60,River Stour,900.0,Dorset,1,509800.0,0
DT11 0PU,386927,107333,Leptosols,80,River Stour,410.0,Dorset,1,486100.0,0
DT11 0PX,387039,107370,Leptosols,70,River Stour,300.0,Dorset,1,499800.0,0
DT11 0PY,385897,108134,Leptosols,60,River Stour,1480.0,Dorset,1,530000.0,0
DT11 0QB,385957,108728,Cambisols,40,River Stour,1740.0,Dorset,5,469500.0,0
DT11 0QF,384219,108266,Leptosols,150,River Stour,2330.0,Dorset,1,488500.0,0
DT11 0QL,386783,108180,Gleysols,50,River Stour,780.0,Dorset,1,463900.0,0
DT11 0QN,386648,108330,Gleysols,50,River Stour,980.0,Dorset,1,541900.0,0
DT11 0QR,382357,110899,Luvisols,60,River Stour,1740.0,Dorset,1,474900.0,0
DT11 0RD,380789,110780,Planosols,80,Darknoll Brook,1590.0,Dorset,1,464300.0,0
DT11 0RE,380675,110803,Cambisols,80,Darknoll Brook,1540.0,Dorset,1,954800.0,0
DT11 0RN,380543,111043,Planosols,80,Darknoll Brook,1290.0,Dorset,1,492000.0,0
DT11 0RQ,380547,110772,Cambisols,90,Darknoll Brook,1560.0,Dorset,1,521000.0,0
DT11 0SG,383059,110684,Luvisols,50,River Stour,1010.0,Dorset,1,503100.0,0
DT11 0SJ,382581,110857,Luvisols,60,River Stour,1510.0,Dorset,1,544400.0,0
DT11 0SU,383013,110777,Luvisols,50,River Stour,1070.0,Dorset,1,290800.0,0
DT11 0SX,383115,110612,Luvisols,50,River Stour,950.0,Dorset,2,485800.0,0
DT11 0SZ,382963,110351,Cambisols,60,River Stour,1130.0,Dorset,1,522600.0,0
DT11 0TA,382940,109686,Cambisols,100,River Stour,1440.0,Dorset,1,509400.0,0
DT11 0TD,382739,110571,Luvisols,60,River Stour,1330.0,Dorset,1,299800.0,0
DT11 0TS,380469,111239,Planosols,70,Darknoll Brook,1090.0,Dorset,1,471500.0,0
DT11 0TW,382981,110630,Luvisols,50,River Stour,1090.0,Dorset,1,456600.0,0
DT11 0WX,382560,111193,Luvisols,60,River Stour,1620.0,Dorset,1,485600.0,0
DT11 0YA,383100,110800,Luvisols,50,River Stour,990.0,Dorset,1,548300.0,0
DT11 7AB,388553,106831,Unsurveyed/Urban,50,River Stour,1490.0,Dorset,1,241000.0,0
DT11 7AG,388486,106327,Unsurveyed/Urban,40,River Stour,1750.0,Dorset,3,239600.0,0
DT11 7AN,388400,106200,Unsurveyed/Urban,40,River Stour,1780.0,Dorset,3,229700.0,1
DT11 7AR,388478,106359,Unsurveyed/Urban,40,River Stour,1720.0,Dorset,3,237800.0,0
DT11 7AW,388387,106205,Unsurveyed/Urban,40,River Stour,1770.0,Dorset,5,246700.0,1
DT11 7AY,388471,106427,Unsurveyed/Urban,40,River Stour,1660.0,Dorset,3,227700.0,0
DT11 7BB,388378,106416,Unsurveyed/Urban,40,River Stour,1610.0,Dorset,3,250400.0,0
DT11 7BE,388457,106476,Unsurveyed/Urban,40,River Stour,1620.0,Dorset,1,212400.0,0
DT11 7BL,388372,106141,Unsurveyed/Urban,40,River Stour,1810.0,Dorset,3,235900.0,1
DT11 7BQ,388439,106598,Unsurveyed/Urban,40,River Stour,1530.0,Dorset,1,249800.0,0
DT11 7BS,388328,106551,Unsurveyed/Urban,40,River Stour,1480.0,Dorset,1,136500.0,0
DT11 7BT,388322,106521,Unsurveyed/Urban,40,River Stour,1490.0,Dorset,1,260700.0,0
DT11 7DA,388567,106785,Unsurveyed/Urban,50,River Stour,1520.0,Dorset,1,254300.0,0
DT11 7DF,388371,106568,Unsurveyed/Urban,40,River Stour,1500.0,Dorset,2,240100.0,0
DT11 7DU,388766,106364,Unsurveyed/Urban,40,River Stour,1930.0,Dorset,5,64600.0,0
DT11 7DY,388733,106306,Unsurveyed/Urban,40,River Stour,1940.0,Dorset,3,250800.0,0
DT11 7DZ,388784,106343,Unsurveyed/Urban,40,River Stour,1960.0,Dorset,5,231600.0,0
DT11 7ED,388782,106361,Unsurveyed/Urban,40,River Stour,1940.0,Dorset,5,227900.0,0
DT11 7EE,388470,106254,Unsurveyed/Urban,40,River Stour,1790.0,Dorset,3,255200.0,0
DT11 7EG,389067,107561,Cambisols,80,River Stour,1810.0,Dorset,1,264100.0,0
DT11 7EJ,388908,106429,Unsurveyed/Urban,40,River Stour,2000.0,Dorset,3,222500.0,0
DT11 7FD,388739,108328,Luvisols,80,River Stour,1660.0,Dorset,1,217000.0,0
DT11 7FJ,389198,107876,Luvisols,80,River Stour,1960.0,Dorset,1,247200.0,0
DT11 7FP,389106,107979,Luvisols,80,River Stour,1890.0,Dorset,1,228800.0,0
DT11 7FQ,388945,107532,Unsurveyed/Urban,80,River Stour,1680.0,Dorset,1,229700.0,0
DT11 7FS,389333,107861,Luvisols,80,River Stour,2090.0,Dorset,1,259700.0,0
DT11 7FU,388323,107378,Leptosols,60,River Stour,1080.0,Dorset,1,226600.0,0
DT11 7FW,388124,107076,Unsurveyed/Urban,50,River Stour,990.0,Dorset,1,262000.0,0
DT11 7GE,388365,106298,Unsurveyed/Urban,40,River Stour,1690.0,Dorset,4,233000.0,0
DT11 7GG,389503,107238,Leptosols,60,River Stour,2270.0,Dorset,1,245300.0,0
DT11 7HH,388684,106889,Unsurveyed/Urban,50,River Stour,1580.0,Dorset,1,261700.0,0
DT11 7HQ,388539,106231,Unsurveyed/Urban,40,River Stour,1850.0,Dorset,3,244500.0,0
DT11 7HW,388834,106909,Unsurveyed/Urban,60,River Stour,1710.0,Dorset,1,245400.0,0
DT11 7JG,388927,106826,Unsurveyed/Urban,60,River Stour,1820.0,Dorset,1,222800.0,0
DT11 7JY,388999,106840,Unsurveyed/Urban,60,River Stour,1880.0,Dorset,1,230000.0,0
DT11 7LE,389190,106838,Unsurveyed/Urban,60,River Stour,2060.0,Dorset,1,246900.0,0
DT11 7LG,388758,106450,Unsurveyed/Urban,40,River Stour,1870.0,Dorset,3,256500.0,0
DT11 7LH,389111,107156,Unsurveyed/Urban,70,River Stour,1900.0,Dorset,1,258000.0,0
DT11 7LL,388869,107143,Unsurveyed/Urban,70,River Stour,1660.0,Dorset,1,245600.0,0
DT11 7LP,389125,107217,Unsurveyed/Urban,70,River Stour,1900.0,Dorset,1,219400.0,0
DT11 7LY,389222,107250,Unsurveyed/Urban,70,River Stour,1990.0,Dorset,1,237300.0,0
DT11 7NA,389267,107270,Unsurveyed/Urban,70,River Stour,2030.0,Dorset,1,228900.0,0
DT11 7NB,389192,107202,Unsurveyed/Urban,70,River Stour,1970.0,Dorset,1,231800.0,0
DT11 7NJ,389265,106957,Unsurveyed/Urban,60,River Stour,2100.0,Dorset,2,202900.0,0
DT11 7NN,389219,106868,Unsurveyed/Urban,50,River Stour,2080.0,Dorset,1,263700.0,0
DT11 7NP,389402,107152,Unsurveyed/Urban,60,River Stour,2180.0,Dorset,2,256300.0,0
DT11 7NU,389463,107004,Leptosols,50,River Stour,2270.0,Dorset,3,254600.0,0
DT11 7NW,389320,107062,Unsurveyed/Urban,60,River Stour,2120.0,Dorset,1,222100.0,0
DT11 7NX,389276,106921,Unsurveyed/Urban,60,River Stour,2120.0,Dorset,1,254900.0,0
DT11 7NY,389125,106654,Unsurveyed/Urban,40,River Stour,2080.0,Dorset,3,258900.0,0
DT11 7PL,389511,107192,Leptosols,50,River Stour,2280.0,Dorset,1,219100.0,0
DT11 7PS,388553,106563,Unsurveyed/Urban,40,River Stour,1640.0,Dorset,1,217600.0,0
DT11 7QA,388500,106600,Unsurveyed/Urban,40,River Stour,1570.0,Dorset,1,218200.0,0
DT11 7QB,388525,106431,Unsurveyed/Urban,40,River Stour,1700.0,Dorset,3,255500.0,0
DT11 7QG,388645,106717,Unsurveyed/Urban,50,River Stour,1630.0,Dorset,1,245400.0,0
DT11 7QL,388851,106661,Unsurveyed/Urban,50,River Stour,1830.0,Dorset,1,231100.0,0
DT11 7QR,388789,106693,Unsurveyed/Urban,50,River Stour,1760.0,Dorset,1,228600.0,0
DT11 7QS,388891,106644,Unsurveyed/Urban,50,River Stour,1870.0,Dorset,1,162000.0,0
DT11 7RA,388652,106563,Unsurveyed/Urban,40,River Stour,1720.0,Dorset,1,194300.0,0
DT11 7RD,388640,106543,Unsurveyed/Urban,40,River Stour,1720.0,Dorset,1,259900.0,0
DT11 7RS,388925,107324,Unsurveyed/Urban,70,River Stour,1680.0,Dorset,1,286600.0,0
DT11 7RT,388873,107242,Unsurveyed/Urban,70,River Stour,1640.0,Dorset,1,240000.0,0
DT11 7RU,388763,107112,Unsurveyed/Urban,70,River Stour,1570.0,Dorset,1,226700.0,0
DT11 7RW,388829,106541,Unsurveyed/Urban,40,River Stour,1880.0,Dorset,3,242200.0,0
DT11 7SB,389053,106453,Arenosols,40,River Stour,2110.0,Dorset,6,261800.0,0
DT11 7SH,388283,107254,Leptosols,50,River Stour,1070.0,Dorset,1,233900.0,0
DT11 7SR,389539,107511,Cambisols,70,River Stour,2280.0,Dorset,2,234900.0,0
DT11 7TB,389067,107764,Luvisols,80,River Stour,1820.0,Dorset,1,231700.0,0
DT11 7TE,388931,107842,Luvisols,80,River Stour,1690.0,Dorset,1,263300.0,0
DT11 7TJ,389021,107470,Unsurveyed/Urban,80,River Stour,1760.0,Dorset,1,241900.0,0
DT11 7TT,388519,107059,Leptosols,50,River Stour,1360.0,Dorset,1,210800.0,0
DT11 7UG,388958,107698,Luvisols,80,River Stour,1700.0,Dorset,1,81400.0,0
DT11 7UP,389481,107652,Luvisols,80,River Stour,2220.0,Dorset,1,262900.0,0
DT11 7US,388500,107300,Leptosols,60,River Stour,1270.0,Dorset,1,253500.0,0
DT11 7UW,388650,107523,Leptosols,70,River Stour,1390.0,Dorset,1,128800.0,0
DT11 7XA,388720,107388,Unsurveyed/Urban,70,River Stour,1470.0,Dorset,1,240500.0,0
DT11 7XD,388427,107274,Leptosols,60,River Stour,1200.0,Dorset,1,264300.0,0
DT11 7XU,389514,107784,Luvisols,80,River Stour,2260.0,Dorset,1,412400.0,0
DT11 8AB,391560,107416,Leptosols,100,The Tarrant,3010.0,Dorset,1,437600.0,0
DT11 8AG,391654,107392,Leptosols,100,The Tarrant,2950.0,Dorset,1,467800.0,0
DT11 8AL,391938,108116,Leptosols,80,The Tarrant,2660.0,Dorset,1,449200.0,0
DT11 8AN,391705,108282,Leptosols,80,The Tarrant,2940.0,Dorset,1,488200.0,0
DT11 8AP,391776,108346,Leptosols,80,The Tarrant,2910.0,Dorset,1,438600.0,0
DT11 8AS,391570,108532,Leptosols,100,The Tarrant,3180.0,Dorset,1,442200.0,0
DT11 8AW,391692,108364,Leptosols,80,The Tarrant,2990.0,Dorset,1,480000.0,0
DT11 8AY,391613,108537,Leptosols,90,The Tarrant,3140.0,Dorset,1,404900.0,0
DT11 8BQ,392106,108387,Leptosols,80,The Tarrant,2640.0,Dorset,1,429900.0,0
DT11 8BU,389919,108389,Leptosols,70,River Stour,2780.0,Dorset,1,424800.0,0
DT11 8BW,392147,108640,Leptosols,90,The Tarrant,2750.0,Dorset,1,439400.0,0
DT11 8BX,390773,111045,Leptosols,90,River Stour,4940.0,Dorset,2,436700.0,0
DT11 8BY,394331,109508,Stagnosols,60,The Tarrant,550.0,Dorset,1,469700.0,0
DT11 8DE,395829,115188,Leptosols,80,The Tarrant,5140.0,Dorset,1,476900.0,0
DT11 8DL,397611,114459,Leptosols,70,River Allen,5680.0,Dorset,1,462400.0,0
DT11 8DN,397456,113656,Cambisols,70,River Allen,5390.0,Dorset,1,445600.0,0
DT11 8DR,386539,114180,Cambisols,70,River Iwerne,1080.0,Dorset,1,432000.0,0
DT11 8DT,383343,112901,Luvisols,60,River Stour,1050.0,Dorset,1,470900.0,0
DT11 8DU,382795,112381,Luvisols,50,River Stour,610.0,Dorset,1,424400.0,0
DT11 8DX,383425,112733,Luvisols,70,River Stour,2240.0,Dorset,1,428600.0,0
DT11 8EA,383295,112628,Luvisols,70,River Stour,2180.0,Dorset,1,281900.0,0
DT11 8EB,383166,112390,Luvisols,60,River Stour,2020.0,Dorset,2,644700.0,0
DT11 8EF,383541,112858,Luvisols,70,River Stour,2330.0,Dorset,1,454800.0,0
DT11 8EH,383477,112578,Luvisols,70,River Stour,2080.0,Dorset,1,383600.0,0
DT11 8EL,383417,112420,Luvisols,60,River Stour,1950.0,Dorset,1,525900.0,0
DT11 8EP,383464,112287,Luvisols,60,River Stour,1800.0,Dorset,1,476100.0,0
DT11 8EX,383322,113004,Luvisols,60,River Stour,1050.0,Dorset,1,588400.0,0
DT11 8FB,390472,109586,Cambisols,60,River Stour,3790.0,Dorset,2,446900.0,0
DT11 8FG,383209,113142,Luvisols,60,River Stour,990.0,Dorset,1,475400.0,0
DT11 8FZ,386335,116127,Luvisols,60,Fontmell Brook,480.0,Dorset,1,477000.0,0
DT11 8GY,393232,110802,Leptosols,80,The Tarrant,860.0,Dorset,1,460500.0,0
DT11 8GZ,394844,108475,Leptosols,60,The Tarrant,620.0,Dorset,1,465800.0,0
DT11 8HB,383044,113371,Luvisols,60,River Stour,970.0,Dorset,1,454300.0,0
DT11 8HF,382863,113470,Luvisols,50,River Stour,920.0,Dorset,1,475300.0,0
DT11 8HQ,384137,111801,Cambisols,70,River Stour,1220.0,Dorset,1,445800.0,0
DT11 8HY,393864,110951,Leptosols,70,The Tarrant,570.0,Dorset,4,400800.0,0
DT11 8JA,393756,111093,Leptosols,70,The Tarrant,740.0,Dorset,4,475600.0,0
DT11 8JB,393608,111133,Gleysols,70,The Tarrant,830.0,Dorset,3,437400.0,0
DT11 8JG,393436,111634,Gleysols,70,The Tarrant,1360.0,Dorset,1,459400.0,0
DT11 8JL,392768,112826,Leptosols,90,The Tarrant,2720.0,Dorset,1,411100.0,0
DT11 8JN,392469,113006,Leptosols,80,The Tarrant,3020.0,Dorset,4,496000.0,0
DT11 8JW,391411,112828,Leptosols,90,The Tarrant,3540.0,Dorset,1,435500.0,0
DT11 8JZ,386092,109341,Cambisols,40,River Iwerne,810.0,Dorset,1,454100.0,0
DT11 8LG,388712,116053,Leptosols,190,Collyer's Brook,1750.0,Dorset,1,439900.0,0
DT11 8LH,388893,116800,Leptosols,200,Collyer's Brook,1740.0,Dorset,1,417400.0,0
DT11 8LJ,386501,114817,Cambisols,80,,510.0,Dorset,5,444300.0,0
DT11 8LR,386787,114460,Cambisols,80,River Iwerne,1430.0,Dorset,1,464900.0,0
DT11 8LS,386792,114541,Cambisols,80,,900.0,Dorset,1,456900.0,0
DT11 8LW,386599,114303,Cambisols,70,River Iwerne,1210.0,Dorset,1,342500.0,0
DT11 8ND,386849,114315,Cambisols,70,River Iwerne,1330.0,Dorset,1,462200.0,0
DT11 8NP,386498,116056,Luvisols,90,Fontmell Brook,660.0,Dorset,1,489300.0,0
DT11 8NQ,387035,114658,Leptosols,100,,970.0,Dorset,1,441900.0,0
DT11 8NR,386432,115984,Luvisols,90,Fontmell Brook,630.0,Dorset,1,405300.0,0
DT11 8NS,386442,115909,Luvisols,90,Fontmell Brook,680.0,Dorset,1,420800.0,0
DT11 8NT,387045,114581,Leptosols,90,,1030.0,Dorset,2,482000.0,0
DT11 8NW,386973,114643,Leptosols,100,,940.0,Dorset,1,435500.0,0
DT11 8PE,386185,115824,Luvisols,90,Fontmell Brook,580.0,Dorset,1,438100.0,0
DT11 8PF,385885,116098,Planosols,80,Fontmell Brook,230.0,Dorset,1,442300.0,0
DT11 8PS,385517,111261,Arenosols,70,River Stour,1600.0,Dorset,1,458400.0,0
DT11 8PT,387127,111650,Leptosols,70,River Iwerne,1850.0,Dorset,2,449200.0,0
DT11 8PZ,385699,112660,Cambisols,60,River Iwerne,690.0,Dorset,1,412200.0,0
DT11 8QA,385932,112587,Cambisols,60,River Iwerne,630.0,Dorset,1,534700.0,0
DT11 8RD,385902,113100,Luvisols,60,River Iwerne,270.0,Dorset,1,414200.0,0
DT11 8RE,391676,107913,Leptosols,110,The Tarrant,3440.0,Dorset,1,455300.0,0
DT11 8RJ,391350,108132,Leptosols,110,The Tarrant,3750.0,Dorset,1,415100.0,0
DT11 8SA,389048,108542,Luvisols,90,River Stour,2030.0,Dorset,1,404700.0,0
DT11 8SB,395066,106756,Luvisols,80,The Tarrant,760.0,Dorset,1,479200.0,0
DT11 8SG,393674,106306,Cambisols,50,The Tarrant,930.0,Dorset,1,403300.0,0
DT11 8SJ,390932,107360,Leptosols,60,River Stour,2340.0,Dorset,1,434800.0,0
DT11 8SP,392000,109000,Leptosols,90,The Tarrant,2470.0,Dorset,1,459200.0,0
DT11 8SX,388114,109090,Cambisols,80,River Stour,1740.0,Dorset,1,479300.0,0
DT11 8SY,387443,109460,Leptosols,130,River Stour,1900.0,Dorset,1,409100.0,0
DT11 8TQ,386003,109561,Cambisols,40,River Iwerne,590.0,Dorset,4,582700.0,0
DT11 8TS,390629,109315,Cambisols,60,River Stour,3790.0,Dorset,3,413700.0,0
DT11 8TT,393900,107767,Cambisols,60,The Tarrant,910.0,Dorset,1,448900.0,0
DT11 8TY,390499,108947,Cambisols,60,River Stour,3520.0,Dorset,3,454500.0,0
DT11 8UA,390518,109021,Cambisols,60,River Stour,3560.0,Dorset,3,374800.0,0
DT11 8UN,390852,109336,Cambisols,60,River Stour,4000.0,Dorset,2,257700.0,0
DT11 8UT,390572,109620,Leptosols,70,River Stour,3890.0,Dorset,2,438800.0,0
DT11 8UW,390834,109326,Cambisols,60,River Stour,3980.0,Dorset,2,421400.0,0
DT11 8UX,390668,109533,Leptosols,80,River Stour,3930.0,Dorset,2,255800.0,0
DT11 9AA,388361,105772,Cambisols,40,River Stour,2110.0,Dorset,3,337500.0,0
DT11 9AD,386675,104604,Leptosols,70,River Stour,3030.0,Dorset,1,359100.0,0
DT11 9AJ,388619,103385,Leptosols,50,River Stour,2010.0,Dorset,1,336400.0,0
DT11 9AL,386295,101522,Leptosols,120,River Winterborne,4860.0,Dorset,1,355100.0,0
DT11 9AP,384022,99221,Gleysols,70,,4000.0,Dorset,1,353900.0,0
DT11 9AR,383940,99403,Luvisols,70,,4120.0,Dorset,1,334800.0,0
DT11 9AS,385787,101200,Leptosols,120,River Winterborne,4950.0,Dorset,1,358500.0,0
DT11 9AT,385140,97935,Gleysols,60,,3750.0,Dorset,4,355100.0,0
DT11 9AU,385672,97749,Gleysols,60,,1860.0,Dorset,5,383800.0,0
DT11 9AX,385998,97638,Gleysols,60,,1520.0,Dorset,5,342700.0,0
DT11 9BB,386069,97504,Gleysols,60,,1420.0,Dorset,5,403500.0,0
DT11 9BF,386020,97572,Gleysols,60,,1480.0,Dorset,6,347000.0,0
DT11 9BH,386667,97897,Luvisols,60,,1030.0,Dorset,1,388200.0,0
DT11 9BJ,386264,97632,Gleysols,60,,1260.0,Dorset,5,455200.0,0
DT11 9BP,385971,96988,Luvisols,70,,1520.0,Dorset,1,394500.0,0
DT11 9DD,390417,103304,Cambisols,60,River Stour,430.0,Dorset,2,340000.0,0
DT11 9DJ,391120,102632,Gleysols,40,River Stour,500.0,Dorset,3,383100.0,0
DT11 9DL,391353,102288,Gleysols,30,River Stour,240.0,Dorset,1,403300.0,0
DT11 9DQ,390673,102845,Cambisols,30,River Stour,850.0,Dorset,3,391000.0,0
DT11 9DU,391242,102355,Leptosols,40,River Stour,320.0,Dorset,1,276400.0,0
DT11 9DX,391302,102390,Gleysols,30,River Stour,260.0,Dorset,1,349700.0,0
DT11 9EF,391818,101819,Leptosols,40,River Stour,870.0,Dorset,3,387900.0,0
DT11 9EG,391910,101504,Leptosols,60,River Stour,850.0,Dorset,1,336400.0,0
DT11 9EX,389149,97311,Gleysols,50,River Winterborne,410.0,Dorset,1,362300.0,0
DT11 9EY,388421,96696,Luvisols,50,River Winterborne,1330.0,Dorset,1,354100.0,0
DT11 9FB,386379,97785,Luvisols,60,,1210.0,Dorset,3,334500.0,0
DT11 9FE,386102,97906,Luvisols,60,,1510.0,Dorset,3,566700.0,0
DT11 9FL,388222,105534,Cambisols,50,River Stour,2250.0,Dorset,1,374500.0,0
DT11 9FQ,388875,105416,Cambisols,40,River Stour,670.0,Dorset,1,383700.0,0
DT11 9FU,388892,105388,Cambisols,40,River Stour,660.0,Dorset,1,373800.0,0
DT11 9HA,388388,97369,Gleysols,50,River Winterborne,960.0,Dorset,1,360500.0,0
DT11 9HB,388076,97326,Luvisols,50,River Winterborne,1270.0,Dorset,1,291900.0,0
DT11 9HD,387952,97580,Luvisols,50,River Winterborne,1340.0,Dorset,4,403300.0,0
DT11 9HL,389355,106364,Cambisols,50,River Stour,900.0,Dorset,1,340600.0,0
DT11 9HP,390365,105728,Arenosols,60,River Stour,860.0,Dorset,1,384300.0,0
DT11 9HR,390305,105515,Cambisols,40,River Stour,760.0,Dorset,1,332400.0,0
DT11 9JD,392575,104249,Stagnosols,40,The Tarrant,370.0,Dorset,1,394700.0,0
DT11 9JH,393351,104516,Gleysols,40,The Tarrant,710.0,Dorset,5,352400.0,0
DT11 9JS,394212,101962,Cambisols,30,River Stour,870.0,Dorset,1,374100.0,0
DT11 9JT,393971,101814,Cambisols,30,River Stour,590.0,Dorset,4,368900.0,0
DT11 9JX,394161,101891,Cambisols,30,River Stour,790.0,Dorset,1,396700.0,0
DT11 9JZ,393937,101602,Gleysols,30,River Stour,460.0,Dorset,5,398700.0,0
DT11 9LA,393768,101684,Gleysols,30,River Stour,350.0,Dorset,5,371000.0,1
DT11 9LH,388391,105879,Cambisols,40,River Stour,2030.0,Dorset,5,250300.0,0
DT11 9LJ,388384,105825,Cambisols,40,River Stour,2080.0,Dorset,3,365600.0,0
DT11 9LT,388521,105818,Cambisols,40,River Stour,2160.0,Dorset,3,374900.0,0
DT11 9LZ,389013,105185,Cambisols,50,River Stour,610.0,Dorset,1,382300.0,0
DT11 9NE,389756,104627,Cambisols,40,,140.0,Dorset,1,355600.0,0
DT11 9NP,389849,104142,Cambisols,40,River Stour,880.0,Dorset,1,403800.0,0
DT11 9PH,388438,105633,Cambisols,50,River Stour,2270.0,Dorset,1,402500.0,0
DT11 9PN,389871,104038,Cambisols,40,River Stour,810.0,Dorset,1,310800.0,0
DT11 9PP,388581,105655,Cambisols,50,River Stour,980.0,Dorset,1,372400.0,0
DT11 9PQ,390414,103514,Cambisols,40,River Stour,260.0,Dorset,1,269100.0,0
DT11 9PS,388437,105814,Cambisols,40,River Stour,2110.0,Dorset,3,344200.0,0
DT11 9PZ,388710,105576,Cambisols,40,River Stour,840.0,Dorset,1,397500.0,0
DT11 9QB,387015,103257,Leptosols,60,River Stour,3370.0,Dorset,1,373200.0,0
DT11 9YD,388600,105700,Cambisols,40,River Stour,970.0,Dorset,1,390000.0,0
DT11 9YS,389624,102998,Cambisols,40,River Stour,1200.0,Dorset,1,388900.0,0
EX10 0AJ,308475,91389,Cambisols,40,River Otter,550.0,East Devon,2,455000.0,0
EX10 0AP,309334,91902,Arenosols,50,,240.0,East Devon,3,258400.0,0
EX10 0AR,309433,91826,Arenosols,40,,130.0,East Devon,7,441200.0,0
EX10 0AS,309510,91954,Arenosols,50,,130.0,East Devon,3,415600.0,0
EX10 0AX,309981,91960,Arenosols,60,,440.0,East Devon,4,421200.0,0
EX10 0BA,309297,91578,Arenosols,40,,370.0,East Devon,3,394100.0,0
EX10 0BB,307728,89637,Cambisols,40,Back Brook,370.0,East Devon,3,339000.0,0
EX10 0BG,307709,89289,Cambisols,50,Back Brook,540.0,East Devon,2,408000.0,0
EX10 0BP,307640,89627,Cambisols,40,Back Brook,460.0,East Devon,4,434900.0,0
EX10 0BY,308046,90289,Cambisols,50,Back Brook,630.0,East Devon,1,735200.0,0
EX10 0BZ,307597,89979,Cambisols,70,Back Brook,590.0,East Devon,2,402700.0,0
EX10 0DB,307086,89929,Cambisols,70,,510.0,East Devon,2,477200.0,0
EX10 0DE,307088,89649,Cambisols,90,,650.0,East Devon,2,398500.0,0
EX10 0DH,308370,89874,Cambisols,30,Back Brook,340.0,East Devon,4,247600.0,0
EX10 0DY,308502,89672,Cambisols,40,Back Brook,400.0,East Devon,3,392400.0,0
EX10 0EB,308478,89714,Cambisols,40,Back Brook,380.0,East Devon,3,457500.0,0
EX10 0ED,308267,89636,Cambisols,40,Back Brook,170.0,East Devon,3,440300.0,0
EX10 0EE,308088,89562,Cambisols,40,River Otter,2080.0,East Devon,3,399300.0,0
EX10 0EF,308067,89548,Cambisols,40,River Otter,2080.0,East Devon,3,457500.0,0
EX10 0EJ,308620,89672,Cambisols,40,Back Brook,520.0,East Devon,3,199300.0,0
EX10 0ES,308754,89736,Gleysols,30,Back Brook,660.0,East Devon,3,470300.0,0
EX10 0ET,308848,89731,Gleysols,30,Back Brook,750.0,East Devon,7,421100.0,1
EX10 0FE,310101,89681,Arenosols,110,,510.0,East Devon,1,392100.0,0
EX10 0FF,309389,91679,Arenosols,40,,230.0,East Devon,3,462400.0,0
